file,haze,A0,foggy
NEON.D02.BLAN.DP1.00033/2020/01/NEON.D02.BLAN.DP1.00033_2020_01_07_120006.jpg,0.548905787492737,0.674341061570376,TRUE
NEON.D02.BLAN.DP1.00033/2020/01/NEON.D02.BLAN.DP1.00033_2020_01_18_120005.jpg,0.404285088785069,0.675009626149843,TRUE
NEON.D02.BLAN.DP1.00033/2020/01/NEON.D02.BLAN.DP1.00033_2020_01_19_120006.jpg,0.419583184485174,0.664016829897254,TRUE
NEON.D02.BLAN.DP1.00033/2020/01/NEON.D02.BLAN.DP1.00033_2020_01_25_120006.jpg,0.474128969129658,0.672488947053444,TRUE
NEON.D02.BLAN.DP1.00033/2020/02/NEON.D02.BLAN.DP1.00033_2020_02_06_120005.jpg,0.413317384756964,0.682400968960973,TRUE
NEON.D02.BLAN.DP1.00033/2020/02/NEON.D02.BLAN.DP1.00033_2020_02_16_120006.jpg,0.421797181770713,0.67129805510167,TRUE
NEON.D02.BLAN.DP1.00033/2020/02/NEON.D02.BLAN.DP1.00033_2020_02_28_120006.jpg,0.413403522015486,0.674215209274725,TRUE
NEON.D02.BLAN.DP1.00033/2020/03/NEON.D02.BLAN.DP1.00033_2020_03_03_120006.jpg,0.421081124327173,0.666263540910191,TRUE
NEON.D02.BLAN.DP1.00033/2020/11/NEON.D02.BLAN.DP1.00033_2020_11_23_120006.jpg,0.454821166815553,0.674140446387746,TRUE
NEON.D02.BLAN.DP1.00033/2020/12/NEON.D02.BLAN.DP1.00033_2020_12_05_120006.jpg,0.407957335433599,0.664884362223971,TRUE
NEON.D02.BLAN.DP1.00033/2020/12/NEON.D02.BLAN.DP1.00033_2020_12_14_120005.jpg,0.422761276957716,0.677670833165228,TRUE
NEON.D02.BLAN.DP1.00033/2020/12/NEON.D02.BLAN.DP1.00033_2020_12_16_120005.jpg,0.547235327531822,0.690187313822992,TRUE
NEON.D02.BLAN.DP1.00033/2020/12/NEON.D02.BLAN.DP1.00033_2020_12_18_120006.jpg,0.471090388103833,0.681074022801851,TRUE
NEON.D02.BLAN.DP1.00033/2020/12/NEON.D02.BLAN.DP1.00033_2020_12_22_120006.jpg,0.467433621951914,0.673033214314533,TRUE
